,Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper
82207,Measles,Butte,2001,Female,0,104697,0.0,0.0,3.523
36635,Cysticercosis or Taeniasis,Trinity,2002,Male,0,6751,0.0,0.0,54.626999999999995
136527,Varicella Hospitalizations,San Benito,2013,Female,0,28634,0.0,0.0,12.882
34504,Cysticercosis or Taeniasis,Alpine,2012,Male,0,579,0.0,0.0,635.087
131760,"Typhoid Fever, case",Lake,2010,Female,0,32161,0.0,0.0,11.469000000000001
106454,Scombroid Fish Poisoning,El Dorado,2006,Female,0,87654,0.0,0.0,4.208
117466,Streptococcal Infection (cases in food and dairy workers),Orange,2008,Male,0,1477630,0.0,0.0,0.25
90821,"Plague, human",El Dorado,2008,Male,0,89260,0.0,0.0,4.133
104734,Salmonellosis,Monterey,2002,Male,31,210860,14.702,9.988999999999999,20.866999999999997
99588,"Rabies, human",Santa Clara,2010,Female,0,890176,0.0,0.0,0.414
134408,Typhus Fever,Marin,2007,Female,0,126059,0.0,0.0,2.926
91840,"Plague, human",Riverside,2011,Female,0,1115310,0.0,0.0,0.331
132466,"Typhoid Fever, case",Sacramento,2008,Male,1,686026,0.146,0.004,0.812
65973,Invasive Meningococcal Disease,Napa,2012,Female,0,68652,0.0,0.0,5.372999999999999
44404,E. coli Other STEC (non-O157),Alpine,2008,Male,0,627,0.0,0.0,586.611
111031,Shigellosis,Sonoma,2012,Female,2,247993,0.8059999999999999,0.098,2.9130000000000003
111663,Shigellosis,San Luis Obispo,2006,Male,8,134144,5.9639999999999995,2.575,11.751
36272,Cysticercosis or Taeniasis,Santa Cruz,2007,Male,0,128554,0.0,0.0,2.8689999999999998
104511,Salmonellosis,Marin,2012,Male,15,124940,12.005999999999998,6.72,19.801
97228,Q Fever,Shasta,2009,Male,0,86917,0.0,0.0,4.244
16600,Brucellosis,San Joaquin,2006,Female,0,331622,0.0,0.0,1.112
34068,Cyclosporiasis,Plumas,2013,Female,0,9918,0.0,0.0,37.187
25416,Ciguatera Fish Poisoning,Inyo,2007,Female,0,9261,0.0,0.0,39.824
119218,Tetanus,Humboldt,2011,Male,0,68198,0.0,0.0,5.409
123968,Trichinosis,Del Norte,2013,Male,0,15747,0.0,0.0,23.423000000000002
99355,"Rabies, human",San Francisco,2002,Male,0,397905,0.0,0.0,0.927
2203,Amebiasis,Tehama,2007,Female,0,31175,0.0,0.0,11.832
137442,Vibrio Infection (non-Cholera),Inyo,2001,Male,0,8968,0.0,0.0,41.125
7384,Babesiosis,Yolo,2007,Female,0,99925,0.0,0.0,3.6919999999999997
49492,Giardiasis,Modoc,2001,Female,0,4670,0.0,0.0,78.96
55117,Hantavirus Infection,San Mateo,2002,Male,0,346513,0.0,0.0,1.065
111878,Shigellosis,Shasta,2008,Female,1,89894,1.112,0.027999999999999997,6.1979999999999995
34341,Cyclosporiasis,Tuolumne,2012,Female,0,25417,0.0,0.0,14.512
113548,Spotted Fever Rickettsiosis,Mono,2007,Female,0,6548,0.0,0.0,56.32
13405,"Botulism, Wound",Marin,2012,Female,0,128952,0.0,0.0,2.861
127685,Tuberculosis,San Francisco,2006,Male,77,397484,19.372,15.288,24.211
115300,Staphylococcus aureus Infection (cases resulting in death or ICU),Kings,2012,Male,0,85407,0.0,0.0,4.319
100919,Relapsing Fever,Kings,2005,Male,0,82833,0.0,0.0,4.453
38887,Dengue,Solano,2007,Female,0,206109,0.0,0.0,1.79
85277,Mumps,Stanislaus,2013,Female,0,265760,0.0,0.0,1.3880000000000001
13653,"Botulism, Wound",Monterey,2010,Male,0,214157,0.0,0.0,1.722
124402,Trichinosis,Los Angeles,2004,Female,0,4977473,0.0,0.0,0.07400000000000001
69597,Legionellosis,Tuolumne,2006,Male,0,29888,0.0,0.0,12.342
114453,Spotted Fever Rickettsiosis,Siskiyou,2014,Female,0,22697,0.0,0.0,16.250999999999998
11030,"Botulism, Other",Modoc,2002,Male,0,4749,0.0,0.0,77.64699999999999
84132,Measles,Sonoma,2012,Female,0,247993,0.0,0.0,1.4869999999999999
78897,Lyme Disease,Santa Barbara,2002,Female,0,202843,0.0,0.0,1.819
100801,Relapsing Fever,Imperial,2008,Female,0,82512,0.0,0.0,4.471
91477,"Plague, human",Modoc,2002,Male,0,4749,0.0,0.0,77.64699999999999
91365,"Plague, human",Mariposa,2007,Male,0,9317,0.0,0.0,39.585
105401,Salmonellosis,Santa Barbara,2014,Female,36,217149,16.578,11.612,22.951
91377,"Plague, human",Mariposa,2011,Male,0,9112,0.0,0.0,40.476
16928,Brucellosis,Siskiyou,2003,Male,0,22027,0.0,0.0,16.746
62050,HIV,Madera,2006,Male,3,68998,4.348,0.897,12.706
43040,E. coli O157,Napa,2005,Female,0,65504,0.0,0.0,5.631
10882,"Botulism, Other",Marin,2009,Female,0,127284,0.0,0.0,2.898
30375,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Modoc,2014,Female,0,4702,0.0,0.0,78.423
60397,"Hepatitis C, Acute",Solano,2013,Female,0,211988,0.0,0.0,1.74
62210,HIV,Merced,2004,Male,9,117878,7.635,3.491,14.493
58616,Hepatitis A,Marin,2014,Female,0,131733,0.0,0.0,2.8
101498,Relapsing Fever,Nevada,2010,Male,1,48772,2.05,0.052000000000000005,11.423
128555,Tularemia,California,2005,Male,0,17899282,0.0,0.0,0.021
104616,Salmonellosis,Merced,2005,Female,13,120117,10.823,5.763,18.507
104707,Salmonellosis,Mono,2007,Male,0,7664,0.0,0.0,48.121
62525,HIV,Placer,2011,Male,12,173963,6.898,3.5639999999999996,12.049000000000001
109133,Shiga Toxin Positive Feces (without culture confirmation),Modoc,2011,Male,1,4819,20.752,0.525,115.56299999999999
7543,"Botulism, Foodborne",Alpine,2004,Female,0,607,0.0,0.0,605.88
133311,"Typhoid Fever, case",Tulare,2010,Female,0,221174,0.0,0.0,1.6680000000000001
60386,"Hepatitis C, Acute",Siskiyou,2013,Male,0,22599,0.0,0.0,16.322
79336,Lyme Disease,Tehama,2012,Female,0,32050,0.0,0.0,11.509
109403,Shiga Toxin Positive Feces (without culture confirmation),San Bernardino,2012,Male,5,1026599,0.48700000000000004,0.158,1.137
13285,"Botulism, Wound",Lassen,2014,Female,0,12089,0.0,0.0,30.51
113614,Spotted Fever Rickettsiosis,Napa,2001,Female,0,63209,0.0,0.0,5.836
83094,"Rabies, human",Placer,2001,Female,0,135208,0.0,0.0,2.728
26150,Ciguatera Fish Poisoning,Placer,2013,Male,0,178149,0.0,0.0,2.0709999999999997
102034,Relapsing Fever,Santa Barbara,2007,Female,0,207530,0.0,0.0,1.778
106215,Scombroid Fish Poisoning,Amador,2010,Male,0,20745,0.0,0.0,17.78
59635,"Hepatitis B, Acute",Shasta,2014,Female,0,90621,0.0,0.0,4.071000000000001
35960,Cysticercosis or Taeniasis,San Diego,2006,Female,0,1484896,0.0,0.0,0.248
108044,Scombroid Fish Poisoning,Siskiyou,2012,Male,0,22592,0.0,0.0,16.327
68861,Legionellosis,San Bernardino,2013,Female,3,1041988,0.28800000000000003,0.059000000000000004,0.841
4114,Anaplasmosis and Ehrlichiosis,San Francisco,2011,Male,0,413541,0.0,0.0,0.892
101137,Relapsing Fever,Marin,2002,Female,0,125308,0.0,0.0,2.944
42647,E. coli O157,Lassen,2014,Male,0,21524,0.0,0.0,17.137
65658,Invasive Meningococcal Disease,Marin,2005,Male,3,121710,2.465,0.508,7.202999999999999
61873,HIV,Kings,2003,Male,6,79606,7.537000000000001,2.766,16.404
41173,Diphtheria,Santa Clara,2011,Female,0,900923,0.0,0.0,0.409
119388,Tetanus,Lake,2008,Male,0,32211,0.0,0.0,11.452
32347,Cryptosporidiosis,Monterey,2007,Male,4,209704,1.9069999999999998,0.52,4.8839999999999995
61230,"Hepatitis E, acute infection",Yuba,2012,Male,0,36688,0.0,0.0,10.054
8747,"Botulism, Foodborne",Orange,2013,Female,0,1566211,0.0,0.0,0.23600000000000002
95551,Q Fever,Calaveras,2006,Female,1,22693,4.407,0.11199999999999999,24.55
16828,Brucellosis,Santa Cruz,2012,Female,0,134421,0.0,0.0,2.7439999999999998
38174,Dengue,Placer,2007,Male,0,161224,0.0,0.0,2.2880000000000003
128599,Tularemia,Alameda,2006,Female,0,746698,0.0,0.0,0.494
122133,Toxic Shock Syndrome (Non-Streptococcal),Merced,2004,Female,0,117671,0.0,0.0,3.135
57272,Hemolytic Uremic Syndrome,Riverside,2005,Female,0,972165,0.0,0.0,0.379
49032,Giardiasis,Inyo,2008,Male,1,9174,10.9,0.276,60.718
31024,Dengue,Napa,2004,Female,0,65235,0.0,0.0,5.655
101012,Relapsing Fever,Lassen,2008,Male,0,22489,0.0,0.0,16.402
109598,Shiga Toxin Positive Feces (without culture confirmation),Santa Cruz,2013,Female,2,135411,1.4769999999999999,0.179,5.335
54747,Hantavirus Infection,Plumas,2005,Male,0,10409,0.0,0.0,35.433
97152,Q Fever,Santa Clara,2012,Female,0,911248,0.0,0.0,0.405
45274,E. coli Other STEC (non-O157),Sacramento,2009,Male,0,691550,0.0,0.0,0.5329999999999999
71962,Leprosy,Trinity,2003,Male,0,6872,0.0,0.0,53.665
60043,"Hepatitis C, Acute",Madera,2014,Female,0,79988,0.0,0.0,4.612
11842,"Botulism, Other",Santa Cruz,2007,Male,0,128554,0.0,0.0,2.8689999999999998
473,Amebiasis,Glenn,2004,Male,0,13746,0.0,0.0,26.831999999999997
9627,"Botulism, Foodborne",Sutter,2003,Male,0,41653,0.0,0.0,8.856
58974,Hepatitis A,Sutter,2013,Male,0,48042,0.0,0.0,7.678
74113,Leptospirosis,Santa Cruz,2009,Male,0,130735,0.0,0.0,2.822
11944,"Botulism, Other",Sierra,2013,Male,0,1571,0.0,0.0,234.535
75699,Listeriosis,Modoc,2001,Female,0,4670,0.0,0.0,78.96
62032,HIV,Los Angeles,2014,Male,0,4970740,0.0,0.0,0.07400000000000001
92867,"Plague, human",Yolo,2011,Male,0,98833,0.0,0.0,3.7319999999999998
18373,Campylobacteriosis,Mariposa,2014,Male,3,9032,33.214,6.85,97.038
84036,Measles,Siskiyou,2008,Male,0,22358,0.0,0.0,16.498
65934,Invasive Meningococcal Disease,Monterey,2013,Female,1,205791,0.486,0.012,2.707
82059,Malaria,Yuba,2014,Male,0,36922,0.0,0.0,9.991
76853,Listeriosis,Tehama,2008,Female,0,31514,0.0,0.0,11.705
135878,Typhus Fever,Ventura,2001,Male,0,383073,0.0,0.0,0.963
46939,Early Syphilis,Mendocino,2011,Female,0,43869,0.0,0.0,8.408
99108,"Rabies, human",Plumas,2004,Female,0,10447,0.0,0.0,35.304
9468,"Botulism, Foodborne",Siskiyou,2006,Male,0,22214,0.0,0.0,16.605
57410,Hemolytic Uremic Syndrome,San Bernardino,2009,Female,1,1015718,0.098,0.002,0.5489999999999999
79633,Malaria,California,2013,Female,41,19177344,0.214,0.153,0.29
10546,"Botulism, Other",Imperial,2009,Female,0,84166,0.0,0.0,4.383
9831,"Botulism, Foodborne",Ventura,2001,Male,0,383073,0.0,0.0,0.963
37407,Dengue,Humboldt,2007,Male,0,66233,0.0,0.0,5.569
81704,Malaria,Stanislaus,2008,Female,2,258191,0.775,0.094,2.798
24560,Cholera,Trinity,2002,Female,0,6408,0.0,0.0,57.55
28632,Coccidioidomycosis,Plumas,2007,Male,0,10277,0.0,0.0,35.888000000000005
54319,Hantavirus Infection,Mariposa,2003,Female,0,8716,0.0,0.0,42.31399999999999
99011,"Rabies, human",Nevada,2007,Male,0,48700,0.0,0.0,7.574
42247,E. coli O157,El Dorado,2007,Female,1,88622,1.128,0.028999999999999998,6.287000000000001
39496,Diphtheria,Amador,2014,Female,0,16358,0.0,0.0,22.548000000000002
124705,Trichinosis,Mono,2007,Female,0,6548,0.0,0.0,56.32
25290,Ciguatera Fish Poisoning,Glenn,2007,Female,0,13871,0.0,0.0,26.590999999999998
103533,Rubella,Tehama,2012,Female,0,32050,0.0,0.0,11.509
113537,Spotted Fever Rickettsiosis,Mono,2003,Male,0,7339,0.0,0.0,50.251000000000005
16165,Brucellosis,Nevada,2001,Female,0,47308,0.0,0.0,7.797000000000001
100210,"Rabies, human",Yuba,2007,Male,0,35291,0.0,0.0,10.452
23299,Cholera,Mariposa,2011,Male,0,9112,0.0,0.0,40.476
130086,Tularemia,San Bernardino,2012,Female,0,1037268,0.0,0.0,0.35600000000000004
20100,Chlamydia,Calaveras,2006,Female,26,22693,114.571,74.85600000000001,167.831
65871,Invasive Meningococcal Disease,Mono,2006,Female,0,6524,0.0,0.0,56.527
53094,Gonorrhea,Tehama,2002,Female,2,28910,6.917999999999999,0.838,24.988000000000003
94223,Psittacosis,Plumas,2007,Female,0,10319,0.0,0.0,35.742
88455,Pertussis,Imperial,2009,Male,0,89075,0.0,0.0,4.141
113087,Spotted Fever Rickettsiosis,Kern,2007,Male,0,415435,0.0,0.0,0.888
53368,Gonorrhea,Yuba,2003,Female,33,31768,103.87700000000001,71.515,145.85299999999998
101017,Relapsing Fever,Lassen,2010,Female,0,12629,0.0,0.0,29.205
68876,Legionellosis,San Diego,2004,Female,2,1475094,0.136,0.016,0.49
85528,Paralytic Shellfish Poisoning,Alpine,2014,Male,0,578,0.0,0.0,636.182
136245,Varicella Hospitalizations,Kings,2014,Female,0,64992,0.0,0.0,5.676
49526,Giardiasis,Modoc,2012,Male,0,4781,0.0,0.0,77.127
118434,Streptococcal Infection (cases in food and dairy workers),Trinity,2007,Female,0,6689,0.0,0.0,55.133
9888,"Botulism, Foodborne",Yolo,2006,Male,0,93037,0.0,0.0,3.965
52198,Gonorrhea,Orange,2012,Male,757,1520356,49.791000000000004,46.308,53.467
30081,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Imperial,2012,Female,1,86637,1.1540000000000001,0.028999999999999998,6.431
99186,"Rabies, human",Sacramento,2002,Female,0,660747,0.0,0.0,0.5579999999999999
77952,Lyme Disease,Los Angeles,2010,Female,3,4982072,0.06,0.012,0.17600000000000002
68421,Legionellosis,Mono,2007,Female,0,6548,0.0,0.0,56.32
120299,Tetanus,San Francisco,2014,Male,0,424929,0.0,0.0,0.868
117243,Streptococcal Infection (cases in food and dairy workers),Modoc,2004,Female,0,4740,0.0,0.0,77.794
37670,Dengue,Los Angeles,2008,Male,0,4831902,0.0,0.0,0.076
52173,Gonorrhea,Orange,2004,Female,368,1490898,24.683000000000003,22.226,27.338
127103,Tuberculosis,Merced,2008,Male,2,126434,1.5819999999999999,0.192,5.7139999999999995
67547,Legionellosis,Colusa,2006,Female,0,10228,0.0,0.0,36.06
111225,Shigellosis,Nevada,2014,Male,0,48602,0.0,0.0,7.59
138440,Vibrio Infection (non-Cholera),San Diego,2012,Female,11,1565261,0.703,0.35100000000000003,1.2570000000000001
75277,Listeriosis,Inyo,2014,Male,0,9468,0.0,0.0,38.954
47426,Early Syphilis,San Benito,2006,Female,0,27319,0.0,0.0,13.502
48452,Giardiasis,California,2011,Male,1076,18691131,5.757000000000001,5.417999999999999,6.111000000000001
102200,Relapsing Fever,Sierra,2001,Male,0,1815,0.0,0.0,203.03799999999998
83751,Measles,San Luis Obispo,2011,Male,0,138441,0.0,0.0,2.665
46976,Early Syphilis,Merced,2009,Female,0,126418,0.0,0.0,2.918
72541,Leptospirosis,Contra Costa,2014,Female,0,561929,0.0,0.0,0.6559999999999999
116479,Streptococcal Infection (cases in food and dairy workers),Contra Costa,2003,Female,0,507028,0.0,0.0,0.728
12310,"Botulism, Other",Tulare,2011,Male,0,224201,0.0,0.0,1.645
55178,Hantavirus Infection,Santa Barbara,2008,Male,0,210865,0.0,0.0,1.749
13613,"Botulism, Wound",Mono,2011,Female,0,6745,0.0,0.0,54.676
95213,Psittacosis,Ventura,2005,Male,0,396715,0.0,0.0,0.93
123089,Toxic Shock Syndrome (Non-Streptococcal),Sierra,2013,Male,0,1571,0.0,0.0,234.535
138782,Vibrio Infection (non-Cholera),Shasta,2014,Female,0,90621,0.0,0.0,4.071000000000001
49910,Giardiasis,Sacramento,2014,Male,37,716435,5.164,3.636,7.117999999999999
136320,Varicella Hospitalizations,Marin,2014,Female,0,131733,0.0,0.0,2.8
138842,Vibrio Infection (non-Cholera),Siskiyou,2006,Female,0,22677,0.0,0.0,16.266
81747,Malaria,Sutter,2008,Male,2,46366,4.314,0.522,15.581
12078,"Botulism, Wound",Inyo,2013,Male,0,9451,0.0,0.0,39.024
65845,Invasive Meningococcal Disease,Modoc,2011,Male,0,4819,0.0,0.0,76.51899999999999
76757,Listeriosis,Stanislaus,2004,Female,0,248433,0.0,0.0,1.485
39446,Diphtheria,Alpine,2011,Male,0,581,0.0,0.0,632.908
64304,Influenza Death (<65 years of age),Sacramento,2013,Female,15,736595,2.036,1.14,3.359
101980,Relapsing Fever,San Mateo,2003,Female,0,357397,0.0,0.0,1.032
110969,Shigellosis,Merced,2008,Female,4,125498,3.187,0.868,8.161
33892,Cyclosporiasis,Lake,2014,Male,0,32515,0.0,0.0,11.345
137724,Vibrio Infection (non-Cholera),Madera,2011,Male,0,73158,0.0,0.0,5.042
71597,Leprosy,Santa Cruz,2007,Male,0,128554,0.0,0.0,2.8689999999999998
103928,Salmonellosis,Contra Costa,2002,Female,52,501572,10.367,7.742999999999999,13.595
49411,Giardiasis,Mendocino,2002,Female,11,43840,25.090999999999998,12.526,44.891000000000005
68253,Legionellosis,Mariposa,2007,Female,0,9059,0.0,0.0,40.711999999999996
48800,Giardiasis,El Dorado,2001,Male,6,80892,7.417000000000001,2.722,16.144000000000002
100967,Relapsing Fever,Lake,2007,Male,0,31962,0.0,0.0,11.540999999999999
661,Amebiasis,Kern,2011,Female,0,408373,0.0,0.0,0.903
132591,"Typhoid Fever, case",San Diego,2008,Female,4,1518655,0.263,0.07200000000000001,0.674
76571,Listeriosis,Shasta,2012,Male,0,87789,0.0,0.0,4.202
49082,Giardiasis,Kern,2011,Female,11,408373,2.694,1.345,4.82
73644,Leptospirosis,Riverside,2007,Male,0,1035889,0.0,0.0,0.35600000000000004
24749,Cholera,Yolo,2009,Female,0,102303,0.0,0.0,3.6060000000000003
83038,Measles,Mendocino,2012,Female,0,44115,0.0,0.0,8.362
64596,Influenza Death (<65 years of age),Stanislaus,2014,Male,6,262767,2.283,0.838,4.97
1364,Amebiasis,Plumas,2007,Male,0,10277,0.0,0.0,35.888000000000005
17335,Brucellosis,Yolo,2005,Female,0,95922,0.0,0.0,3.846
133467,"Typhoid Fever, case",Yuba,2006,Female,0,34418,0.0,0.0,10.717
7130,Babesiosis,Sutter,2006,Male,0,44929,0.0,0.0,8.21
9803,"Botulism, Foodborne",Tuolumne,2006,Female,0,26670,0.0,0.0,13.831
48226,Early Syphilis,Tulare,2006,Male,9,208162,4.324,1.9769999999999999,8.207
65266,Invasive Meningococcal Disease,Humboldt,2001,Male,2,63195,3.165,0.38299999999999995,11.432
71635,Leprosy,Shasta,2006,Female,0,89291,0.0,0.0,4.131
120779,Tetanus,Stanislaus,2006,Male,0,248671,0.0,0.0,1.483
21088,Chlamydia,Napa,2013,Female,220,69108,318.343,277.718,363.222
83247,Measles,Napa,2011,Male,0,69154,0.0,0.0,5.334
116364,Streptococcal Infection (cases in food and dairy workers),Butte,2007,Female,1,110027,0.909,0.023,5.064
98486,"Rabies, human",Kings,2014,Male,0,84796,0.0,0.0,4.35
7361,Babesiosis,Ventura,2013,Male,0,417301,0.0,0.0,0.884
8789,"Botulism, Foodborne",Placer,2013,Female,0,186575,0.0,0.0,1.9769999999999999
95959,Q Fever,Kern,2006,Female,0,380855,0.0,0.0,0.9690000000000001
71868,Leprosy,Stanislaus,2014,Female,0,267560,0.0,0.0,1.379
54731,Hantavirus Infection,Placer,2014,Female,0,189110,0.0,0.0,1.9509999999999998
132663,"Typhoid Fever, case",San Joaquin,2004,Female,2,320359,0.624,0.076,2.255
97383,Q Fever,Sonoma,2005,Female,0,238649,0.0,0.0,1.546
14175,"Botulism, Wound",San Luis Obispo,2010,Male,0,138264,0.0,0.0,2.668
137252,Vibrio Infection (non-Cholera),El Dorado,2008,Female,0,89339,0.0,0.0,4.129
38180,Dengue,Placer,2009,Male,0,168120,0.0,0.0,2.194
57113,Hemolytic Uremic Syndrome,Nevada,2008,Female,0,49837,0.0,0.0,7.402
38372,Dengue,San Bernardino,2003,Male,0,921065,0.0,0.0,0.401
59611,"Hepatitis B, Acute",Santa Clara,2014,Female,0,936291,0.0,0.0,0.39399999999999996
121744,Toxic Shock Syndrome (Non-Streptococcal),Inyo,2012,Male,0,9454,0.0,0.0,39.012
33330,Cryptosporidiosis,Stanislaus,2012,Female,3,264121,1.136,0.23399999999999999,3.319
84079,Measles,Solano,2008,Male,0,206724,0.0,0.0,1.784
30282,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Mariposa,2007,Female,0,9059,0.0,0.0,40.711999999999996
85960,Paralytic Shellfish Poisoning,Imperial,2004,Male,0,79736,0.0,0.0,4.626
48917,Giardiasis,Glenn,2012,Male,0,14424,0.0,0.0,25.570999999999998
9000,"Botulism, Foodborne",San Bernardino,2013,Male,0,1032092,0.0,0.0,0.35700000000000004
91835,"Plague, human",Riverside,2009,Male,0,1073425,0.0,0.0,0.344
126239,Tuberculosis,Amador,2014,Male,0,19741,0.0,0.0,18.685
14837,"Botulism, Wound",Ventura,2007,Female,0,404979,0.0,0.0,0.9109999999999999
71156,Leprosy,Riverside,2008,Male,0,1055790,0.0,0.0,0.349
105636,Salmonellosis,Solano,2008,Female,26,206443,12.594000000000001,8.227,18.453
86708,Paralytic Shellfish Poisoning,Orange,2012,Male,0,1520356,0.0,0.0,0.243
80789,Malaria,Napa,2012,Female,0,68652,0.0,0.0,5.372999999999999
81875,Malaria,Tulare,2009,Female,0,218918,0.0,0.0,1.685
111141,Shigellosis,Monterey,2014,Male,10,218888,4.569,2.191,8.402000000000001
82273,Measles,Calaveras,2009,Female,0,22797,0.0,0.0,16.18
95932,Q Fever,Inyo,2011,Female,0,9185,0.0,0.0,40.154
90995,"Plague, human",Imperial,2010,Male,0,90237,0.0,0.0,4.088
97845,"Rabies, human",Alameda,2005,Female,0,744115,0.0,0.0,0.496
138221,Vibrio Infection (non-Cholera),Plumas,2009,Female,0,10036,0.0,0.0,36.75
930,Amebiasis,Mariposa,2002,Male,0,8900,0.0,0.0,41.43899999999999
100963,Relapsing Fever,Lake,2006,Female,0,31980,0.0,0.0,11.534
27033,Ciguatera Fish Poisoning,Trinity,2008,Female,0,6646,0.0,0.0,55.49
124937,Trichinosis,Placer,2014,Male,0,180616,0.0,0.0,2.042
14232,"Botulism, Wound",Santa Barbara,2001,Male,0,201896,0.0,0.0,1.827
61414,HIV,Calaveras,2002,Male,1,20983,4.766,0.121,26.55
60999,"Hepatitis E, acute infection",San Joaquin,2012,Male,0,347738,0.0,0.0,1.061
110026,Shigellosis,Alpine,2002,Male,0,654,0.0,0.0,562.461
94170,Psittacosis,Placer,2003,Male,0,142244,0.0,0.0,2.593
135716,Typhus Fever,Tehama,2003,Male,0,28956,0.0,0.0,12.739
4354,Anaplasmosis and Ehrlichiosis,Santa Cruz,2007,Male,0,128554,0.0,0.0,2.8689999999999998
83854,Measles,Santa Clara,2003,Male,0,855738,0.0,0.0,0.431
13587,"Botulism, Wound",Mono,2002,Male,0,7253,0.0,0.0,50.847
37392,Dengue,Humboldt,2002,Male,0,63970,0.0,0.0,5.766
103116,Rubella,Merced,2014,Female,0,131577,0.0,0.0,2.804
31275,Cryptosporidiosis,Alpine,2001,Female,0,589,0.0,0.0,624.3380000000001
58503,Hepatitis A,Humboldt,2012,Male,0,67872,0.0,0.0,5.435
104958,Salmonellosis,Plumas,2007,Female,0,10319,0.0,0.0,35.742
126203,Tuberculosis,Amador,2002,Male,0,20119,0.0,0.0,18.334
99214,"Rabies, human",Sacramento,2011,Male,0,700858,0.0,0.0,0.526
30866,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,Sierra,2008,Male,0,1667,0.0,0.0,221.044
90412,Pertussis,Yuba,2012,Female,1,36227,2.76,0.07,15.379000000000001
135280,Typhus Fever,San Mateo,2012,Female,0,374158,0.0,0.0,0.986
97027,Q Fever,San Luis Obispo,2012,Male,0,138738,0.0,0.0,2.659
50809,Giardiasis,Ventura,2006,Female,15,402512,3.727,2.086,6.146
54785,Hantavirus Infection,Riverside,2004,Female,0,932886,0.0,0.0,0.395
134879,Typhus Fever,Plumas,2010,Female,0,9960,0.0,0.0,37.03
139564,Yersiniosis,Calaveras,2014,Male,0,22527,0.0,0.0,16.374000000000002
57359,Hemolytic Uremic Syndrome,San Benito,2006,Female,0,27319,0.0,0.0,13.502
35461,Cysticercosis or Taeniasis,Modoc,2008,Female,0,4760,0.0,0.0,77.467
127813,Tuberculosis,San Mateo,2007,Female,45,357982,12.57,9.169,16.82
84728,Mumps,Inyo,2010,Female,0,9132,0.0,0.0,40.387
21022,Chlamydia,Monterey,2005,Female,1009,198136,509.246,478.37800000000004,541.576
61082,"Hepatitis E, acute infection",Sierra,2012,Female,0,1547,0.0,0.0,238.17
130765,Tularemia,Tehama,2014,Male,0,32040,0.0,0.0,11.513
11307,"Botulism, Other",Placer,2011,Male,0,173963,0.0,0.0,2.12
